ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03434V04142","Nationality","C03686V04429","PPSN Validity","C03919V04671","Gender","C04477V05260","Field of Study","UNIT","VALUE"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","96"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","504","Physiotherapy","Number","36"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","702","Social Care","Number","105"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","701","Social Work","Number","15"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","401","Medical Science","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","202","Medicine","Number","180"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","1257"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","99"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","504","Physiotherapy","Number","78"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number","42"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","702","Social Care","Number","747"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","701","Social Work","Number","129"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number","81"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","51"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","201","Dentistry","Number","48"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","401","Medical Science","Number","75"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","202","Medicine","Number","315"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","1350"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","108"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","114"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","48"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","702","Social Care","Number","849"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","701","Social Work","Number","144"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number","81"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","202","Medicine","Number","18"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","504","Physiotherapy","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","702","Social Care","Number","27"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","201","Dentistry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","202","Medicine","Number","15"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","504","Physiotherapy","Number","15"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","702","Social Care","Number","63"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","701","Social Work","Number","24"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","201","Dentistry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","202","Medicine","Number","30"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","69"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","27"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","702","Social Care","Number","90"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","701","Social Work","Number","30"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","201","Dentistry","Number","15"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","401","Medical Science","Number","18"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","202","Medicine","Number","153"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","105"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","501","Occupational Therapy","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","504","Physiotherapy","Number","48"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","702","Social Care","Number","132"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","701","Social Work","Number","21"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","201","Dentistry","Number","39"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","401","Medical Science","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","202","Medicine","Number","195"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1314"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","501","Occupational Therapy","Number","105"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","504","Physiotherapy","Number","90"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","45"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","702","Social Care","Number","810"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","701","Social Work","Number","153"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","90"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","201","Dentistry","Number","54"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","401","Medical Science","Number","75"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","202","Medicine","Number","348"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","1419"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","111"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","504","Physiotherapy","Number","141"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","702","Social Care","Number","942"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","701","Social Work","Number","174"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","90"
"HGO07C01","Number of Graduates","2012","2012","IE","All Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","63"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","201","Dentistry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","202","Medicine","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","702","Social Care","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","202","Medicine","Number","15"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","39"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","702","Social Care","Number","39"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","201","Dentistry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","202","Medicine","Number","27"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","45"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","702","Social Care","Number","45"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","201","Dentistry","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","202","Medicine","Number","84"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","702","Social Care","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","201","Dentistry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","202","Medicine","Number","108"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","18"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","702","Social Care","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","202","Medicine","Number","192"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","18"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","702","Social Care","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","201","Dentistry","Number","12"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","202","Medicine","Number","96"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","702","Social Care","Number","9"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","201","Dentistry","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","202","Medicine","Number","123"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","702","Social Care","Number","48"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","201","Dentistry","Number","21"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","202","Medicine","Number","219"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","63"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","702","Social Care","Number","57"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2012","2012","IE05","Non-Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","401","Medical Science","Number","18"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","202","Medicine","Number","147"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","102"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","9"
"HGO07C01","Number of Graduates","2012","2012","-","All nationalities","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
