ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03434V04142","Nationality","C03686V04429","PPSN Validity","C03919V04671","Gender","C04477V05260","Field of Study","UNIT","VALUE"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","42"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","504","Physiotherapy","Number","99"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","702","Social Care","Number","51"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","701","Social Work","Number","12"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","IE05","Non-Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","201","Dentistry","Number","15"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","401","Medical Science","Number","27"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","202","Medicine","Number","354"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","99"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","504","Physiotherapy","Number","48"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","702","Social Care","Number","177"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","701","Social Work","Number","27"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","401","Medical Science","Number","54"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","202","Medicine","Number","345"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","1227"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","93"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","504","Physiotherapy","Number","117"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","702","Social Care","Number","834"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","701","Social Work","Number","135"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number","96"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","51"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","201","Dentistry","Number","48"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","401","Medical Science","Number","78"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","202","Medicine","Number","699"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","1326"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","105"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","165"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","63"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","702","Social Care","Number","1011"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","701","Social Work","Number","162"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number","99"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","63"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","201","Dentistry","Number","15"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","202","Medicine","Number","225"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","504","Physiotherapy","Number","30"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","702","Social Care","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","202","Medicine","Number","267"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","45"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number","39"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","504","Physiotherapy","Number","72"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","702","Social Care","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","201","Dentistry","Number","30"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","202","Medicine","Number","492"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","45"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number","42"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","102"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","702","Social Care","Number","15"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","701","Social Work","Number","6"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","201","Dentistry","Number","30"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","401","Medical Science","Number","27"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","202","Medicine","Number","582"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","102"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","501","Occupational Therapy","Number","15"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","504","Physiotherapy","Number","78"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","702","Social Care","Number","180"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","701","Social Work","Number","30"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number","3"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","201","Dentistry","Number","48"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","401","Medical Science","Number","54"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","202","Medicine","Number","609"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1272"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","501","Occupational Therapy","Number","132"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","504","Physiotherapy","Number","189"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","54"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","702","Social Care","Number","843"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","701","Social Work","Number","138"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","99"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","54"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","201","Dentistry","Number","78"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","401","Medical Science","Number","78"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","202","Medicine","Number","1191"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","1374"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","147"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","504","Physiotherapy","Number","264"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","66"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","702","Social Care","Number","1026"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","701","Social Work","Number","168"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","102"
"HGO07C01","Number of Graduates","2017","2017","-","All nationalities","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","401","Medical Science","Number","18"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","202","Medicine","Number","300"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","99"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","12"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","504","Physiotherapy","Number","45"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","702","Social Care","Number","168"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","701","Social Work","Number","27"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","401","Medical Science","Number","60"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","202","Medicine","Number","351"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","1173"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","117"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","504","Physiotherapy","Number","111"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","702","Social Care","Number","777"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","701","Social Work","Number","150"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number","96"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","201","Dentistry","Number","51"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","401","Medical Science","Number","81"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","202","Medicine","Number","654"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","1272"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","129"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","156"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","63"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","702","Social Care","Number","945"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","701","Social Work","Number","180"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number","105"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","75"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","202","Medicine","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","702","Social Care","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","202","Medicine","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","702","Social Care","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","201","Dentistry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","401","Medical Science","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","202","Medicine","Number","21"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","12"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","3"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","702","Social Care","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","701","Social Work","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","201","Dentistry","Number","18"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","401","Medical Science","Number","18"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","202","Medicine","Number","312"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","102"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","501","Occupational Therapy","Number","12"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","504","Physiotherapy","Number","45"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","12"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","702","Social Care","Number","168"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","701","Social Work","Number","27"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","9"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","401","Medical Science","Number","60"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","202","Medicine","Number","363"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1182"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","501","Occupational Therapy","Number","117"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","504","Physiotherapy","Number","111"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","702","Social Care","Number","786"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","701","Social Work","Number","153"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","99"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","201","Dentistry","Number","54"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","401","Medical Science","Number","81"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","202","Medicine","Number","672"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","30","Nursing and Midwifery","Number","1284"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","501","Occupational Therapy","Number","129"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","504","Physiotherapy","Number","159"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","402","Radiography and Radiation Therapy","Number","63"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","702","Social Care","Number","954"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","701","Social Work","Number","180"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","105"
"HGO07C01","Number of Graduates","2018","2018","IE","All Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","75"
