ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","C04477V05260","Field of Study","UNIT","VALUE"
"HGO14C01","Number of Health Graduates","2022","2022","11","11","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","11","11","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","12","12","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2022","2022","13","13","-","All sectors","402","Radiography and Radiation Therapy","Number",""
