ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C04477V05260","Field of Study","UNIT","VALUE"
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2016","2016","13","13","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","401","Medical Science","Euro","689"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","202","Medicine","Euro","1187"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","30","Nursing and Midwifery","Euro","734"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","501","Occupational Therapy","Euro","669"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","504","Physiotherapy","Euro","653"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","402","Radiography and Radiation Therapy","Euro","915"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","702","Social Care","Euro","572"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","701","Social Work","Euro","787"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","10","Speech and Language Therapy","Euro","677"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","01","1","V52","Dietetics, Optometry and Podiatry","Euro","678"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","401","Medical Science","Euro","823"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","202","Medicine","Euro","1248"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","30","Nursing and Midwifery","Euro","774"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","501","Occupational Therapy","Euro","718"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","504","Physiotherapy","Euro","730"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","402","Radiography and Radiation Therapy","Euro","981"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","702","Social Care","Euro","621"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","701","Social Work","Euro","841"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","10","Speech and Language Therapy","Euro","717"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","02","2","V52","Dietetics, Optometry and Podiatry","Euro","732"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","401","Medical Science","Euro","1079"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","202","Medicine","Euro","1344"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","30","Nursing and Midwifery","Euro","851"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","501","Occupational Therapy","Euro","768"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","504","Physiotherapy","Euro","772"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","402","Radiography and Radiation Therapy","Euro","1043"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","702","Social Care","Euro","656"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","701","Social Work","Euro","883"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","10","Speech and Language Therapy","Euro","763"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","03","3","V52","Dietetics, Optometry and Podiatry","Euro","760"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","401","Medical Science","Euro","1163"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","202","Medicine","Euro","1470"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","30","Nursing and Midwifery","Euro","906"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","501","Occupational Therapy","Euro","824"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","504","Physiotherapy","Euro","845"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","402","Radiography and Radiation Therapy","Euro","1071"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","702","Social Care","Euro","697"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","701","Social Work","Euro","962"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","10","Speech and Language Therapy","Euro","815"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","04","4","V52","Dietetics, Optometry and Podiatry","Euro","894"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","401","Medical Science","Euro","1329"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","202","Medicine","Euro","1678"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","30","Nursing and Midwifery","Euro","968"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","501","Occupational Therapy","Euro","896"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","504","Physiotherapy","Euro","964"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","402","Radiography and Radiation Therapy","Euro","1142"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","702","Social Care","Euro","745"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","701","Social Work","Euro","1065"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","10","Speech and Language Therapy","Euro","893"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","05","5","V52","Dietetics, Optometry and Podiatry","Euro","1054"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","401","Medical Science","Euro","1412"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","202","Medicine","Euro","1844"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","30","Nursing and Midwifery","Euro","1038"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","501","Occupational Therapy","Euro","1043"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","504","Physiotherapy","Euro","1134"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","402","Radiography and Radiation Therapy","Euro","1332"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","702","Social Care","Euro","794"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","701","Social Work","Euro","1160"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","10","Speech and Language Therapy","Euro","1013"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","06","6","V52","Dietetics, Optometry and Podiatry","Euro","1143"
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","07","7","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","08","8","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","09","9","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","10","10","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","11","11","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","12","12","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2017","2017","13","13","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","401","Medical Science","Euro","661"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","202","Medicine","Euro","1084"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","30","Nursing and Midwifery","Euro","749"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","501","Occupational Therapy","Euro","683"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","504","Physiotherapy","Euro","676"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","402","Radiography and Radiation Therapy","Euro","916"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","702","Social Care","Euro","597"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","701","Social Work","Euro","789"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","10","Speech and Language Therapy","Euro","678"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","01","1","V52","Dietetics, Optometry and Podiatry","Euro","698"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","401","Medical Science","Euro","790"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","202","Medicine","Euro","1272"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","30","Nursing and Midwifery","Euro","872"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","501","Occupational Therapy","Euro","733"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","504","Physiotherapy","Euro","747"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","402","Radiography and Radiation Therapy","Euro","1028"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","702","Social Care","Euro","634"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","701","Social Work","Euro","842"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","10","Speech and Language Therapy","Euro","726"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","02","2","V52","Dietetics, Optometry and Podiatry","Euro","741"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","401","Medical Science","Euro","1049"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","202","Medicine","Euro","1402"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","30","Nursing and Midwifery","Euro","922"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","501","Occupational Therapy","Euro","775"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","504","Physiotherapy","Euro","810"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","402","Radiography and Radiation Therapy","Euro","1031"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","702","Social Care","Euro","667"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","701","Social Work","Euro","895"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","10","Speech and Language Therapy","Euro","772"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","03","3","V52","Dietetics, Optometry and Podiatry","Euro","816"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","201","Dentistry","Euro","949"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","401","Medical Science","Euro","1183"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","202","Medicine","Euro","1592"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","30","Nursing and Midwifery","Euro","956"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","501","Occupational Therapy","Euro","849"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","504","Physiotherapy","Euro","907"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","402","Radiography and Radiation Therapy","Euro","1167"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","702","Social Care","Euro","724"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","701","Social Work","Euro","1006"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","10","Speech and Language Therapy","Euro","836"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","04","4","V52","Dietetics, Optometry and Podiatry","Euro","1009"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","201","Dentistry","Euro","808"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","401","Medical Science","Euro","1251"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","202","Medicine","Euro","1743"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","30","Nursing and Midwifery","Euro","1036"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","501","Occupational Therapy","Euro","924"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","504","Physiotherapy","Euro","1086"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","402","Radiography and Radiation Therapy","Euro","1293"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","702","Social Care","Euro","782"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","701","Social Work","Euro","1088"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","10","Speech and Language Therapy","Euro","922"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","05","5","V52","Dietetics, Optometry and Podiatry","Euro","1152"
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","06","6","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","07","7","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","08","8","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2018","2018","09","9","202","Medicine","Euro",""
